,positivo
16943,la ubicación y el precio son excelentes
16944,La habitación del hotel era cómoda y espaciosa. fácil de conectar a wifi. la señora de recepción fue muy agradable.
16945,"Estaba en el casco antiguo de Valencia, por lo que podías caminar a todos lados, muchos restaurantes y bares, hermosos palacios y plazas antiguas. El desayuno costaba 8 euros por persona y día y era excelente, con muchos embutidos, verduras, pan, huevos y muy buen café. El personal de recepción fue amable y servicial, al igual que el personal de la sala de desayunos."
16946,"Ubicación muy central. La habitación 404 era terrible, pero me trasladaron a la 605, que era mejor. desayuno - nunca lo tomé"
16947,La ubicación del hotel es perfecta y el personal fue muy amable.
16948,es caro para una habitación pequeña
16949,"súper conveniente y a muy buen precio. Aunque era una habitación individual, la cama era doble y el baño muy espacioso. personal agradable y amigable rituales cosméticos un verdadero toque de lujo."
16950,el personal era agradable y la ubicación era buena
16951,la ubicación del hotel es excelente.
16952,vintage vintage cara con mascarilla médica
16953,"Estadía básica, pero está bien si quieres estar cerca del centro y utilizarlo como base. Excelente ubicación."
16954,"Ubicación excelente, personal excelente, habitación limpia. habitación - cama cómoda pero daba a unas escaleras y a otro edificio. nos dijeron que obtuvimos una mejora de una habitación de 2 a una de 4 camas; lo siento, nos dijeron que era una mejora porque la cama extra de 2 era un sofá que podía abrirse para convertirse en una cama, no había luz natural en esa sección ni decoración ni nada. La habitación estaba bien para lo que necesitábamos, llegamos muy tarde, necesitábamos una cama para dormir y un fácil acceso a la ciudad, ¡estábamos en el medio! el desayuno era pobre pero adecuado"
16955,la ubicación era genial. el desayuno estaba bien.
16956,"Excelente ubicación, personal muy servicial, buen aire acondicionado."
16957,Ubicación perfecta para ir a un concierto en la plaza de toros. el personal fue muy amable y servicial. Bonitas camas cómodas y el baño estaba limpio y olía bien.
16958,ubicación
16959,location excellent.breakfast good.beds good trébol de cuatro hojas
16960,"Ubicación, ubicación y excelente personal. la habitación era espaciosa, con buena luz natural. El desayuno estaba bien organizado y la comida era bastante buena."
16961,el personal es muy amable y la ubicación era buena.
16962,Bueno para una estancia corta donde pasarás la mayor parte del tiempo al aire libre. el desayuno es bastante bueno.
16963,excelente ubicación
16964,la ubicación era excelente.
16965,nada
16966,bloquear las persianas eran buenas. El tamaño de mi habitación es genial. La vista era realmente hermosa.
16967,"La habitación doble que reservé no debía venderse: era interna no especificada y con una pequeña ventana por la que no pasaba aire. La habitación olía a cloaca y era insoportable quedarse en ella a menos que encendiera el aire acondicionado, ¡y esto es algo que no es aceptable cuando pagas más de 125 por noche! ¡No deberías vender esta habitación, o si quieres hacerlo debería ser por 50 euros por noche o incluso menos! saludos irene"
16968,estupenda ubicación rituales cosméticos en el baño personal servicial
16969,la ubicación es perfecta y el personal es muy agradable.
16970,El personal es muy amable y está muy céntrico.
16971,posición en valencia
16972,excelente ubicación. Justo en el medio de la plaza principal.
16973,"casual vintage está ubicado céntricamente frente al ayuntamiento, a poca distancia del mercado de la catedral. tiendas, restaurantes transporte a tu puerta. la habitación era de buen tamaño con una cama tamaño king. el personal fue muy amable y servicial. El desayuno ofrecía muchas opciones y tenía una buena relación calidad-precio."
16974,La ubicación del hotel es perfecta. Desde aquí puedes caminar a cualquier lugar atractivo en 10-15 minutos.
16975,La ubicación era muy buena. Todo cerca. El personal era muy agradable y la habitación estaba limpia.
16976,la ubicación era central
16977,Lo único que nos gustó del hotel es la ubicación.
16978,"El hotel está perfectamente ubicado y el personal es muy educado. sin embargo, nuestra habitación olía a aguas residuales. A su llegada, la habitación fue desinfectada con desinfectantes químicos, pero una vez que los desinfectantes se evaporaron, del baño salió un olor a aguas residuales."
16979,"Nos dieron una mejora, lo cual suena bien. pero en realidad estaba en un piso que fue renovado. La recepción no mencionó eso. Entonces mi novia no podía dormir después de las 6 o 7 de la mañana debido al ruido. Les preguntamos a los trabajadores de la construcción si regresarían el sábado y lo negaron. También pregunté en recepción, pero también me dijeron que no. Creo que puedes adivinar quién nos despertó a la mañana siguiente. la ubicación es muy buena y la habitación era grande, estos son los puntos fuertes. Pero bueno, deberían ser honestos con la reserva."
16980,personal agradable. buena ubicación.
16981,muy buena ubicación en el centro de valencia. buen desayuno.
16982,No es un lugar que recomendaría. un poco caro para lo que obtienes. pequeña habitación con vistas a una pared. la habitación olía un poco. y el baño era muy pequeño y no tan limpio. Un buen lugar para dormir una noche si estás en Valencia. pero no me alojaría aquí de nuevo.
16983,"La ubicación era perfecta: a 2 minutos a pie de todos los sitios turísticos clave. La habitación estaba impecablemente limpia, pero la decoración un poco vieja. Teníamos una habitación trasera, en el quinto piso, sobre un patio, realmente muy ruidosa, y perturbaba nuestro sueño aproximadamente a las 5 am cada mañana. el personal era simplemente encantador y servicial. Bien hecho, volveremos, aunque en otra habitación más tranquila."
16984,El personal y la ubicación fueron lo mejor de mi estancia. El hotel es muy céntrico y el personal fue muy servicial.
16985,el personal de recepción fue amable.
16986,chinches
16987,"genial, excelente ubicación en las cercanías de la zona histórica con muchos lugares importantes para visitar y muchos restaurantes"
16988,Excelente ubicación y bonito balcón. la cama era grande y cómoda. El desayuno es bastante minimalista pero está bien.
16989,el desayuno estaba bien.
16992,ubicado en el centro.
16994,ubicación
16995,"Pagamos el desayuno y el último día tuvimos que llegar temprano al siguiente destino y el personal no quería reembolsarnos el desayuno de ese día para 4 personas y no quería darnos el desayuno a las 7:15 a. m. Dijeron que las 8:00 a. m. abren, algunas personas tienen que irse temprano, deberían acomodarlas y nuestra habitación tiene algunas bolsas grandes. Te estoy diciendo un hotel peor, así que lo siento, no debería llamarse hotel, lo siento, siento que nos robaron."
16996,"la ubicación era perfecta. Me gustó mucho el desayuno y, como estaba asistiendo a una conferencia, el personal me preparó bolsas de desayuno para llevar antes del horario de desayuno."
16997,ubicación perfecta!
16998,personal amable y servicial y excelente ubicación.
16999,"lugar realmente asombroso. Excelente ubicación, casi caminamos a todas partes desde aquí, por lo que se necesita poco transporte. El personal fue muy amable y la habitación era hermosa como en la foto y limpia con vistas a la plaza. El precio es bastante alto, pero Valencia es bastante cara. el lugar realmente te hace pasar un buen rato."
17000,excelente ubicación! y gran desayuno!
17001,la ubicación era fabulosa. El balcón era genial.
17002,la ubicación es excelente
17003,nunca llegué a verlo
17004,"Excelente ubicación céntrica. Habitación limpia, cama cómoda, desayuno suficiente. personal muy amable."
17005,"Ubicación en el centro, personal amable."
17006,"Ubicación, gran habitación y desayuno decente."
17007,súper marca.
17008,la ubicación
17009,personal extremadamente agradable. El hotel tiene una ubicación muy céntrica y está a sólo unos minutos a pie de la estación de tren del norte.
17010,"Hemos estado aquí por segunda vez. Las damas y caballeros detrás del mostrador fueron muy amables y lo ayudaron cuando fue necesario. el desayuno era más que adecuado. las vistas de la habitación y la ubicación del hotel son de las mejores de valencia. Los miembros del personal realmente te brindan mucha atención y te hacen sentir bien a través de los pequeños detalles. prestan atención al medio ambiente, que es su propia elección."
17011,"El personal muy amable, en particular Francesca, excelente ubicación, excelente limpieza."
17012,"Me gustó mucho el hotel en general, tanto por el mobiliario de las zonas comunes y habitaciones, como por el edificio y el salón de desayunos con vistas a la plaza. las habitaciones en general están bien cuidadas, son modernas y amuebladas con un estilo industrial moderno, hay mucho cuidado por el cliente."
17013,la ubicación es fantástica.
17014,excelente desayuno dulce y salado
17015,estuvo bien
17016,"la ubicación es excelente, el servicio cortés y atento, la cama cómoda. La vista desde la habitación a la plaza es hermosa. productos de baño rituales"
17017,el hotel está perfectamente ubicado en la ciudad. todo está a poca distancia. La habitación era lo suficientemente grande con un baño espacioso.
17018,
17019,la ubicación y el personal
17020,Ubicación perfecta y súper limpio.
17021,"la ubicación es sencillamente inmejorable, en pleno centro de valencia. Los muebles antiguos son originales y traen alegría de inmediato. Habitación amplia, impecablemente limpia y con una espléndida vista a la plaza."
17022,Ubicación muy central en la plaza principal. personal muy amable y siempre servicial. muy conveniente para moverse por toda la ciudad a pie o con el metro a solo unos pasos
