,comentario_general
24581,súper hotel
24582,excepcional
24583,hotel bonito y moderno en una ubicación privilegiada
24584,puro disfrute!
24585,Un hotel maravilloso donde se ha pensado en cada detalle.
24586,Tuvimos días fantásticos dentro y alrededor de este hotel.
24587,con mucho gusto otra vez
24589,rehacer
24590,una experiencia maravillosa
24591,excelente
24593,prima
24594,¡arriba!
24595,satisfactorio. para ser rehecho.
24596,excepcional
24597,perfecto por todos lados!
24598,Hotel de estilo de vida con una excelente ubicación.
24599,Muy lindo establecimiento muy bien ubicado.
24600,excepcional
24603,excelente ubicación
24604,excepcional
24606,excelente estancia
24607,¡fantástico!
24608,excepcional
24610,excepcional
24612,excepcional
24614,excepcional
24615,una noche mágica para una pareja en Valencia
24616,Estancia agradable en pareja durante un fin de semana. La bienvenida del personal fue muy cálida. una mención especial para
24618,excepcional
24619,excepcional
24621,hotel especial en una gran ciudad
24622,Precioso hotel con un bonito bar y el mismo personal.
24623,excepcional
24625,muy bien cumple con las expectativas
24626,muy recomendable!
24627,ambiente agradable y servicios excepcionales
24628,Si viajas a Valencia sólo tienes que reservar hotel.
24629,¡Hotel súper atractivo con un personal excepcionalmente amable!
24630,excelente
24631,", 4 .                 , ,"
24632,muy valido
24633,gran viaje corto en el corazón de Valencia
24634,excepcional
24635,Estancia perfecta que vale la pena repetir.
24636,¡excelente!
24637,"La estancia fue muy acogedora, ubicación perfecta, ¡en 5 minutos puedes estar en cualquier lugar! impecable profesionalidad del personal!"
24638,excepcional
24639,corto pero intenso
24640,excepcional
24641,excepcional
24642,excelente ubicación y habitaciones de calidad
24643,excepcional
24645,parfait
24647,excepcional
24649,gran lugar
24650,Excelente bienvenida para una estancia en Valencia.
24651,no nos faltó nada
24652,muy recomendado
24653,gran hotel con personal cálido
24654,¡Delicioso!
24657,excepcional
24658,excepcional
24659,"excelente estancia en este hotel, volveremos"
24661,escenario muy cómodo
24663,muy lindo hotel bien ubicado
24664,hotel muy elegante con servicios de alto nivel
24665,excepcional
24666,excepcional
24667,excepcional
24668,un hotel recomendado!!
24669,excelente 100000 10
24670,excepcional
24671,excelente fin de semana
24672,excepcional
24673,"Fantástico hotel, dormí bien en bonitas camas."
24674,hotel muy bonito en una ubicación perfecta!
24675,excepcional
24676,excelente estancia
24677,Lo que esperas de una estancia en buenos hoteles.
24678,excepcional
24679,Excelente en todos los aspectos!!
24680,Precioso y elegante hotel para un agradable fin de semana en Valencia: ¡recomendable!
24682,la mejor frase
24683,más que genial!
24686,hermoso hotel en el medio del casco antiguo
24689,excepcional
24692,¡El mejor consejo para el viaje a la ciudad!
24694,"Precioso hotel, en medio del casco antiguo, buen bar, habitación bonita y lujosa, buen servicio por parte del personal."
24695,flecha superior
24696,estancia excepcional
24697,excepcional
24698,excepcional
24699,fantástico
24700,realmente perfecto
24701,"Un hotel de primera categoría, excepcional."
24702,perfecto
24703,fantástico
24704,
24705,¡Casa muy bonita y bien cuidada en una ubicación privilegiada y tranquila!
24706,excepcional
24708,Diseño de hotel clásico en el centro de la ciudad.
24709,Impecable hotel boutique. pensado en cada detalle.
24710,excelente
24712,¡En nuestro top 10 de hoteles de Europa!
24713,disfruta y déjate mimar
24714,excepcional
24715,maravilloso hotel!
24716,excepcional
24717,gran hotel...
24718,¡Nuestra estancia fue ciertamente muy agradable en términos del hotel!
24719,excepcional
24720,¡perfecto!
24721,perfecto para parejas y solteros cerca de todo
24722,excelente para una estancia en el centro de la ciudad
24723,excepcional
24725,Buen hotel en una ubicación central. Genial y práctico para un viaje a la ciudad.
24727,excepcional
24728,Nos lo pasamos muy bien y recibimos una botella y un pastel gratis para nuestro cumpleaños.
24729,realmente gran hotel
24731,¡fantástico!
24732,Volvería a ir a este hotel.
24733,excepcional
24734,Muy buen hotel en una ubicación central.
24735,excelente hotel en el centro de la ciudad
24736,"Muy bonita habitación, excelente desayuno, personal amable y ubicación central, ¡muy recomendable!"
24737,excepcional
24738,excepcional
24739,gran ciudad
24742,", ."
24744,espléndida estructura en el centro
24747,excepcional
24749,excepcional
24750,ubicación conveniente. Servicio impecable del personal por cortesía y atención.
24751,un verdadero joyero en el corazón de Valencia
24755,"super recomendado, con detalles para revisar"
24757,excepcional
24758,cinco estrellas de excelente calidad
24759,hotel acogedor en una ubicación conveniente
24762,buen hotel en un centro tranquilo
24764,excepcional
24766,Bien
24768,excepcional
24770,un hotel muy bonito en el medio del centro y tranquilo
24771,excepcional
24772,excepcional
24773,¡Lo pasé muy bien!
24776,excelente hotel urbano
24777,La estancia y el viaje fueron todo un éxito.
24780,excepcional
24781,fantástico
24782,amigable
24783,Es mi segunda vez y volveré a ir a este hotel.
24784,muy amigable
24785,Estilo noble y superior en una ciudad increíblemente hermosa y vibrante: ¡Valencia!
24786,"Hotel muy bien decorado, moderno y confortable con empleados muy agradables."
24789,recomendado
24790,"Excelente ubicación y personal amable, pero es mejor desayunar en la ciudad."
24793,vacaciones en el centro
24794,excepcional
24795,estancia acogedora y agradable
24798,Bonito hotel y personal muy amable!!
24800,"hotel muy bonito! Lo recomiendo mucho. está muy bien ubicado, los servicios ofrecidos son excelentes y el personal"
24801,"bien, agradable para una noche"
24802,completamente satisfecho.
24805,4 días Valencia y día de playa.
24806,excepcional
24807,escapada de pareja asombrada
24809,Ubicación perfecta.
24811,Tuve una agradable estancia en el hotel.
24812,hotel muy bonito
24813,me gustó mucho
24816,"A pesar de algunos inconvenientes, tuvimos una estancia muy agradable."
24818,lo disfruté muchísimo
24820,Unas vacaciones cortas estupendas en un hotel fantástico con una ubicación directa en la ciudad y alquiler de bicicletas justo al lado del hotel. muy f
24822,Bonito hotel con un bar acogedor y en medio del bullicioso centro.
24823,"Un buen hotel, un poco viejo."
24825,fue genial
24827,volveré más seguido
24829,La bienvenida en el restaurante es fabulosa y la ubicación es perfecta.
24830,buen
24831,me hizo feliz cada vez. y el desayuno pulgar hacia arriba
24832,agradable estancia
24833,solo tú - excepcional - no podría ser mejor
24834,Tuve una estancia muy agradable.
24837,¡gran fin de semana!
24838,"El hotel está muy bien situado, pero no es un hotel que merezca 5 estrellas."
24839,
24840,fantástico hotel situado en el centro de Valencia con un personal muy amable y hospitalario y también genial
24845,hotel chic muy céntrico con decoración muy guapa.
24846,"Fue realmente agradable, superó mis expectativas."
24847,"excelente, definitivamente regresare"
24848,¡recomendado!
24851,excepcional
24852,"Muy recomendable, la cama duerme de maravilla, las almohadas perfectas, la cama bien hecha y el mejor personal."
24853,muy bien
24855,excepcional
24856,estaba delicioso
24857,encantador hotel en una ubicación fantástica
24858,diseño y comodo
24860,estancia agradable
24862,lujo inesperado en medio de la ciudad
24863,excepcional
24864,buena ubicación bonito hotel grande
24865,"5, 4-."
24866,"Súper cómodo, definitivamente me quedaré nuevamente."
24867,"Encontramos el hotel perfecto para nuestro corto viaje a Valencia, ¡nos encantó todo!"
24868,Sinceramente lo recomiendo a adultos que necesitan paz y comodidad.
24871,excepcional
24872,BIEN
24876,Hotel muy agradable pero ten cuidado al elegir el tipo de habitación.
24877,es un hotel normal y corriente
24878,"Simplemente recomendado, ¡con mucho gusto una y otra vez! Este es el tipo de hotel que desea durante sus vacaciones."
24881,buena base para una estancia en valencia
24882,mala relación calidad-precio
24883,BIEN
24884,aceptable
24885,BIEN
24886,hotel neto.
24887,"Hotel muy bonito, perfectamente ubicado, solo le falta una gestión eficiente."
24888,"Excelente ubicación, lujo medio pero no elijas habitaciones en el duodécimo piso."
24889,"Bonito, pero por el dinero gastado en temporada baja, ¡no volvería!"
24890,estáis todos bien
24891,"Muy buen hotel, pero lamentablemente el personal no está a la altura."
24892,Bonito establecimiento pero la habitación un poco decepcionante.
24893,bueno pero trabajo en el servicio
24894,BIEN
24895,
24896,prima
24897,amigable con el cliente pero no cumplió con mis expectativas
24898,"hotel de alto nivel, personal para ser revisado"
24899,BIEN
24900,BIEN
24902,Me pareció un poco caro para lo que ofrece.
24903,aceptable
24904,Muy alto nivel de servicio pero no a la altura.
24905,aceptable
24906,BIEN
24907,"Si no tienes más de 40 años y tu estilo de ropa no cumple con los estándares elegantes tradicionales, estás"
24908,Lo recomiendo pero con algunas reservas.
24909,BIEN
24911,nada especial
24912,"hotel muy charming en el centro de la ciudad, pero con detalles importantes mal resueltos: 7 escaleras en la entrada del edif"
24913,", ?"
24914,fin de semana en valencia
24915,BIEN
24916,BIEN
24917,"En general, fue una estancia muy agradable en un hotel muy bonito con un gran bar."
24919,"Desafortunadamente, las expectativas como viajero solitario no se cumplieron."
24920,buen viaje corto en un hotel muy céntrico y bonito
24921,estancia agradable
24922,Ojalá me hubiera alojado en otro hotel con un precio más asequible.
24923,"no apto para sillas de ruedas dentro y fuera, busque siempre personal para el ascensor,"
24924,aceptable
24925,bonito pero para un 5 pueden hacerlo mucho mejor
24926,Me hubiera gustado más de un 5 estrellas.
24927,decepcionante
24928,"Buen hotel para su categoría, nada más."
24929,un poco decepcionado...
24930,Bueno pero para un 5 estrellas esperábamos algo más.
24931,mal
24932,totalmente agradable
24933,mal
24934,Quedará en tu memoria...
24935,"Ubicación razonablemente privilegiada, pero por lo demás demasiado cara"
24936,BIEN
24938,BIEN
24939,BIEN
24941,BIEN
24943,BIEN
24944,Pura decepción!!!!!
24945,"pasar la noche por 350,- más 145,- en la cartera, es decir, casi 500,- con desayuno en un hotel completamente caro."
24947,"Bueno, pero los hoteles de 4 estrellas en Austria son mucho mejores que este hotel."
24948,normal
24949,pérdida total de mi tiempo y dinero. perdida de tiempo y dinero
24950,aceptable
24951,3 estrellas .hotel básico
24952,decepcionante
24953,el hotel era razonable
24954,Lástima
24955,insomne...
24956,BIEN
24958,no 5 estrellas. Habitación pequeña a pesar de la mejora porque también soy miembro de ellos. Madrid era la principal pandilla de plagas de Valencia sucia.
24959,Lástima que me hubiera gustado dar más.
24960,Las camas son muy malas. Combinan dos gemelos para formar un doble. Dijeron que no hay cama doble individual en el hotel.
24961,aceptable
24962,estancia: estuvo bien cuando no estaba en el hotel.
24964,una decepción
24965,desastroso
24966,
24967,vale la pena repetir!
24969,Delicioso
24970,Hotel atractivo en una ubicación central. Se deben revisar los cuartos húmedos y los baños.
24972,excepcional
24973,excepcional
24974,excepcional
24977,excepcional
24978,excepcional
24979,excepcional
24980,excepcional
24982,excepcional
24983,excepcional
24984,excepcional
24985,excepcional
24986,excepcional
24988,excepcional
24989,excepcional
24990,excepcional
24992,excepcional
24993,excepcional
24994,excepcional
24995,excepcional
24997,excepcional
24999,excepcional
25000,excepcional
25001,excepcional
25002,excepcional
25003,excepcional
25004,excepcional
25005,excepcional
25006,excepcional
25007,excepcional
25008,excepcional
25009,excepcional
25010,excepcional
25011,excepcional
25012,excepcional
25013,excepcional
25014,excepcional
25017,excepcional
25018,excepcional
25020,excepcional
25021,excelente lugar
25022,excepcional
25023,excepcional
25024,excepcional
25025,excepcional
25026,excepcional
25027,excepcional
25028,excepcional
25029,excepcional
25030,excepcional
25031,excepcional
25032,excepcional
25033,excepcional
25035,excepcional
25037,excepcional
25043,excepcional
25048,excepcional
25049,excepcional
25050,excepcional
25052,excepcional
25053,excepcional
25054,excepcional
25055,excepcional
25057,excepcional
25058,excepcional
25059,excepcional
25060,excepcional
25062,excepcional
25063,excepcional
25065,excepcional
25066,excepcional
25067,excepcional
25068,excepcional
25070,excepcional
25071,excepcional
25072,excepcional
25073,excepcional
25074,excepcional
25075,excepcional
25077,excepcional
25078,excepcional
25079,excepcional
25080,excepcional
25081,excepcional
25082,excepcional
25083,excepcional
25084,excepcional
25086,excepcional
