,negativo
23743,"El hotel solo Su hotel no debe ser clasificado como un 5 estrellas sino como un 4 estrellas. El personal era amable, así que no tengo ninguna queja, el personal de recepción y las camareras por igual. sin embargo, tuve que cambiar mi habitación ya que me dieron una habitación interior. Tuve que pagar otros 120 euros estando en Madrid, cuando me dieron lo mismo, me dieron otra habitación con balcón sin extra. la habitación con el extra a pagar estaba bien, pero no era sorprendente para un 5 estrellas... He estado en Italia en un hotel de 5 estrellas, realmente se nota la diferencia en comparación con solo tu hotel. La diferencia está ciertamente a favor de los hoteles italianos. También la zona de recepción. Era un bar, de un lado estaba la recepción, del otro lado estaba el bar extraño."
23744,No me gustaron las selecciones de comida y el desayuno. las habitaciones eran bastante pequeñas.
23745,"Pedimos una habitación tranquila, pero varias noches nos molestó el sueño por el ruido del exterior que se prolongaba hasta altas horas de la madrugada."
23746,Las habitaciones estándar no son de cinco estrellas sino de tres estrellas y necesitan desesperadamente renovaciones y los baños están sucios.
23747,"Bueno, había un logie en la ducha. fue uno grande. Supongo que el servicio de limpieza se lo perdió, pero realmente me dio asco. La habitación tenía una plancha pero no funcionaba."
23748,La discoteca es muy ruidosa en los pisos inferiores.
23749,"no hay registro temprano en la recepción llena de gente, la cama del dormitorio pequeño no está hecha correctamente, por lo que se divide en dos camas individuales con un agujero en el medio en lugar de ser una cama doble. corregido para la segunda noche. restaurante malo y caro adjunto"
23750,"Personal arrogante, desorden en los restaurantes, pérdida de comunicación, intenté llegar al hotel durante dos horas antes de la llegada para reservar una mesa en el restaurante, no fue posible."
23751,"1. moho, moho negro!!!! Hay una mancha enorme justo en la habitación, da un poco de miedo y tienen muchos niños en el hotel 2. ¡Están constantemente tratando de engañarte! 3. Los camareros del desayuno caminan como los reyes del mundo y retiran los platos de la mesa, lo que ocurre muy raramente y parece que están haciendo un favor."
23752,olor en la habitación.
23753,"la habitación no está muy limpia con mal olor en el baño, el personal de servicio con algunas pequeñas excepciones en el restaurante de desayuno no funciona en absoluto. Tienes que desayunar entre tus platos sucios. tienes que hacer una larga cola para conseguir tus huevos fritos y capuchino, aunque el personal de cocina está haciendo todo lo posible. Realmente agradecería que el personal del servicio de habitaciones supiera algo de inglés o al menos la versión en inglés del menú del servicio de habitaciones. La foto del día de las señoras de la recepción no te ve en absoluto y nadie me preguntó cómo estuvo mi estancia. La vista desde la habitación premium es bastante deprimente y hay mucho ruido en las calles, por lo que es difícil dormir."
23754,El baño no estaba a la altura y las instalaciones de la habitación eran inadecuadas. Tres estrellas en lugar de 5. 660 no era justificable por tres noches sin otras instalaciones. No puedo recomendarlo a mis amigos.
23755,"Somos huéspedes habituales ya que solo te queremos a ti, especialmente para el desayuno. El hotel experimentó un volumen inusual de personas para el desayuno y no tuvimos la misma experiencia que esperábamos. Dicho esto, mencionamos esto y el director no cobró por el desayuno y se disculpó. Todavía amamos este hotel y continuaremos regresando, estamos seguros de que fue uno de los mejores."
23756,"El desayuno fue una decepción, la comida no era como se anunciaba, las tostadas ni siquiera estaban tostadas, etc., etc."
23757,araña en mi ensalada de frutas
23758,horribles almohadas de espuma. Restaurante completamente reservado para 2 noches de San Valentín. Pequeña zona de bar demasiado concurrida para comprar una bebida y encontrar un asiento.
23759,tan malo
23760,¡¡¡Horrible olor en las habitaciones de traje!!! ¡Cambiamos las habitaciones dos veces! ¡El olor a moho y canalización era asqueroso! Tuve una alergia grave el tercer día de nuestra estancia. esto es intachable.
23761,"La sábana estaba sucia, como si no la hubieran cambiado. No tengo idea de cómo es posible esto en un costoso hotel de 5 estrellas."
23763,"Estábamos ansiosos por esta estancia, pero lamentablemente no cumplió con nuestras expectativas. Nos dijeron que hiciéramos el check-in a las 3:00 p. m., así que regresamos a las 4:00 p. m. y descubrimos que el huésped anterior había decidido extender la estancia, por lo que no obtuvimos nuestra habitación hasta las 4:30 p. m. Esto no es suficiente si anuncias horarios de check-in. Deberías habernos encontrado otra habitación. ¡Habíamos viajado 36 horas y esto no era lo que queríamos al final! Ah, también una de nuestras habitaciones no se había limpiado adecuadamente. La orina era amarilla en el asiento del inodoro, las bombas de jabón de la ducha no funcionaban y un juguete blando del hotel que pertenecía a un huésped anterior se dejó en la esquina detrás de una lámpara en el escritorio de nuestra habitación doble. Nuestros hijos estaban en otra habitación, ¡así que definitivamente esto no nos quedó a nosotros!"
23765,"Servicio en el restaurante, no nos dijeron con antelación que teníamos que reservar con antelación por lo que siempre estaba lleno! La única vez que logré ponerme los uniformes del personal estaban realmente marcados como sucios, ¡no es un buen ejemplo para un hotel de 5 estrellas!"
23767,Había basura en un bote de basura y también el bote de basura estaba roto.
23771,un poco caro y falta de algunos servicios para un hotel de 5 estrellas
23773,Nada
23774,"Nada, ¡nos encantaría volver!"
23777,"Nada fue decepcionante, desde la recepción, el desayuno, el restaurante y la limpieza de la habitación. un equipo bien engrasado solo por ti"
23779,Nada
23780,Nada
23781,Me gustó todo
23783,¡El 31 de marzo a las 11:30 a. m. sonó la alarma de incendio en la habitación del octavo piso! ¡No hay información del hotel sobre lo que está pasando! ¡Un empleado asustado corría de un lado a otro y no podía dar ninguna información fiable! ¡¡El comportamiento de la administración del hotel en caso de alarma no es satisfactorio!! ¡¡Es necesaria la formación del personal nocturno!!
23787,"Desafortunadamente, el restaurante del último piso me pareció un poco decepcionante, casi no había platos tipo tapas y nada para niños."
23789,Nada
23790,nada
23791,Nada
23792,"excelente hotel, con personal super amable."
23795,que al llegar la misma habitación era casi 500€ más barata!!
23797,Nada
23798,Nada
23803,"2 12 , 30"
23805,Las habitaciones huelen un poco a humedad.
23808,El precio de una noche con desayuno incluido es muy caro.
23809,vista interna de las habitaciones
23810,Nada
23812,Nada
23813,lo único que me hubiera gustado para mi comodidad: un pequeño sillón para colocar ropa y bolsos pero un detalle fácilmente despreciable dado el alto nivel de la estructura.
23814,la maquina de cafe estaba rota
23818,nada
23819,
23820,"Nos faltaba una toalla de baño, lo que hacía un poco menos difícil secarnos con una mini toalla después de la ducha. A pesar de una solicitud en recepción, no se proporcionó ninguna toalla de baño dentro de la hora siguiente a la solicitud. el puesto de sangre estaba cerrado el día de San Valentín..."
23821,"selección de canales en la televisión, faltan canales de deportes"
23823,n.v.t.
23828,Soy cliente fiel del Hotel Only You Valencia
23831,habitaciones ruidosas.
23836,Nada
23840,nada malo que decir
23844,"Limpieza en la sala de desayunos, necesita mejoras."
23845,"El desayuno era muy completo, incluido show cooking y barista, pero faltaba un poco de calidad. Simplemente no es el salmón más sabroso que jamás haya existido, la fruta realmente podría ser mejor. Por lo tanto, 30 euros por el desayuno no era una buena relación calidad-precio."
23846,Nada
23848,¡nada!
23849,"- , ."
23850,nada
23851,El restaurante de arriba está bien pero no tiene mucho ambiente.
23852,el colchón es blando.
23855,el restaurante para la cena
23857,nada
23858,la corta duración de las vacaciones
23859,"El hotel está en una zona muy tranquila, pero por la mañana se oyen las entregas al hotel y los camiones de basura o los taxis. Si la ventana está cerrada, ¡tampoco hay problema!"
23861,"El personal del hotel llamó con mucha insistencia a la puerta de la habitación hasta que finalmente se abrió, sólo para entregar un regalo de Navidad del hotel. Tenía buenas intenciones, pero desafortunadamente fue recordado negativamente debido a la forma en que fue escrito."
23862,nada
23863,"nada, lo disfrutamos mucho!"
23865,toptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptoptop
23866,"Las camas son excelentes, solo las almohadas podrían ser mejores."
23867,desayuno demasiado caro
23868,Nada
23869,la música alta en el restaurante japonés
23870,"Suite superior situada cerca del ascensor, lo que hace que la habitación dé al piso de arriba. En temporada alta, para una estancia más larga, puede resultar muy molesto."
23871,"decoración del hotel, comodidad, habitación, ubicación, comida."
23872,Nada
23873,Dakota del Norte
23874,"no tiene parking propio. hay un parking público muy cerca, pero no es adecuado para coches grandes."
23877,no hay nada negativo que informar.
23878,"limpieza: después de la limpieza de la mañana, los platos y tazas de té sucios quedaron en el armario de la sala de estar. Olor: probablemente sea un problema global en esta parte de la ciudad, pero el olor realmente destruye la fantástica impresión visual de un hermoso interior."
23879,El tiempo de check in fue un poco largo.
23880,nada
23881,nada
23882,ras
23884,tal vez la música un poco demasiado alta
23885,La habitación era relativamente ruidosa.
23887,"No hay nada que destacar, aparte del hecho de que me habían ascendido a una habitación más bonita pero que daba a la calle y a una plaza ruidosa por la noche y especialmente los fines de semana. por lo demás nada que decir. todo fue perfecto."
23888,Nada
23892,Cenamos y no quedamos muy satisfechos con la calidad del plato de lubina y salmón.
23893,"al recibirme en el restaurante, digo que estoy solo y muestro una mesa en particular, me dicen que es para 2! Unos minutos más tarde, sentamos a una sola persona en la mesa que yo quería!!"
