,comentario_general
7475,"el hotel está situado en un lugar muy céntrico de valencia, muy buen desayuno, ¡no tengáis miedo del 2 estrellas!"
7476,excelente hotel en el centro de valencia
7477,Muy buen hotel con buena ubicación. personal amable y servicial
7478,recomendar
7479,muy agradable
7480,hotel muy agradable en el centro de la ciudad
7481,comodidad
7485,excepcional
7489,buena relación calidad-precio
7490,gran estancia
7491,ver la mascletà desde el balcón...
7495,Ubicación perfecta. excelente relación calidad-precio
7496,excepcional
7497,Buenos hoteles y muy bien ubicados. perfecto para un viaje a la ciudad
7499,"excelente, recomendado"
7500,vacaciones en la ciudad
7502,Comodidad y practicidad en el corazón de Valencia.
7505,"Excelente ubicación, ¡vale la pena repetir!"
7506,"es un hotel en el centro con una excelente relación calidad-precio, no le falta de nada"
7507,comodidad
7508,"Excelente ubicación, personal amable, tranquilo con todo lo necesario para una estancia relajante."
7509,fantástico
7510,excepcional
7511,Lo pasé muy bien.
7513,"buen hotel, buena ubicación."
7514,estancia agradable hotel muy bien ubicado
7515,", !"
7516,excepcional
7517,No podríamos haber tenido un hotel mejor por este precio.
7518,Buena solución en el centro.
7519,"excelente ubicación conveniente para llegar a todo, habitaciones estándar simples pero limpias, pero también tienen otras mejores. g personal"
7520,buena decisión para hacer turismo
7523,todo esta bien
7526,"Ubicación perfecta, edificio histórico y muy bonito."
7527,un fin de semana muy agradable en un hotel muy bien ubicado para actividades culturales y entretenimiento
7528,ideal para viajes a la ciudad
7530,ubicación muy central
7532,una visita muy exitosa y agradable y la ubicación del hotel fue la mejor posible
7533,excepcional
7534,súper
7535,excelente ubicación
7536,descanso agradable
7537,Excelente hotel en una ubicación hermosa pero sobre todo central en Valencia.
7538,volveré a este hotel
7540,"Bonito hotel en el centro, habitación un poco pequeña."
7541,excepcional
7545,Excelente solución para unas vacaciones en Valencia.
7547,"Me gustó mucho, la próxima vez preferiría una habitación con vista a la ventana."
7550,¡la mejor ubicación posible en el centro de Valencia!
7551,ideal para un viaje a la ciudad de Valencia.
7552,"estancia estupenda, gente agradable, personal amable y sencillo."
7553,buen hotel con ubicación perfecta
7556,muy recomendable!!!
7558,"excelente, el mejor hotel en valencia"
7560,excepcional
7561,ir arriba
7562,excelente ubicación y servicio de equipaje
7565,Buen hotel a precios justos en una ubicación de ensueño absoluta.
7566,súper
7567,parfait pulgar hacia arriba
7568,hotel muy agradable en el corazón del centro de la ciudad
7569,"hermosa ciudad, hotel en el centro"
7570,¡adorno!
7573,buen viaje a la ciudad
7575,Bonito hotel para una estancia maravillosa en Valencia.
7576,"Ubicación perfecta en el centro, personal agradable y habitaciones bonitas, ¡absolutamente recomendado!"
7579,2 dagen valencia
7580,excelente hotel
7581,"Fantástica vista, precio calidad es superior."
7582,¡aconsejado!
7583,¡Este hotel está en una ubicación muy buena para descubrir Valencia!
7585,buen hotel en una buena ubicación
7586,un hotel que vale la pena considerar pulgar hacia arriba
7587,la ubicación es genial
7589,"Lo recomiendo mucho, especialmente en familia, fue realmente una gran sorpresa."
7591,buena elección - para un viaje a la ciudad
7593,encantador hotel en una buena ubicación
7594,corto pero bonito
7600,Precio razonable para el centro de Valencia.
7601,Cuando reservé no vi las dos estrellas. ¿Me pregunto por qué? y absolutamente en una categoría superior
7603,buen hotel en el centro!
7604,excepcional
7606,calidad precio excelente.
7607,ideal para descubrir valencia
7608,¡Feliz de volver en su próxima visita!
7610,"Bonito hotel, justo en el centro!"
7612,estancia agradable
7615,"Definitivamente no es un hostal, pero sí un buen hotel."
7618,vale la pena repetir!
7619,excelente
7623,Ubicación privilegiada a un precio razonable.
7625,"La ubicación y la habitación eran fantásticas, comodidad y limpieza presentes. Yo diría que siempre será nuestro hotel en Valèn."
7627,La ubicación y la amabilidad son muy agradables.
7629,adecuado para familias con niños
7631,el mejor hotel para un viaje a la ciudad
7635,Nos gustó mucho y podemos recomendar el alojamiento.
7636,habitación con vista
7637,excelente hotel en una ubicación privilegiada
7638,"lugar agradable y tranquilo cerca del centro,"
7640,Bonito hotel en una excelente ubicación.
7641,buen hotel en una ubicación privilegiada
7642,gran hotel en muy buena ubicación manos aplaudendo
7643,valencia es muy bonita
7645,excelente
7646,Excelente hotel para un viaje a Valencia.
7647,siempre es un placer!
7648,muy agradable.
7650,fin de semana valencia
7651,un hotel confortable con una ubicación perfecta para visitar Valencia.
7656,súper
7657,buen hotel en una ubicación privilegiada
7658,Pasamos días maravillosos en este hotel.
7659,Precioso hotel con una bonita ubicación central.
7660,Altamente recomendado para un viaje a la ciudad.
7661,sombrero de copa
7663,perfecto en todo.
7665,parte superior del emplazamiento
7666,este hotel es muy recomendable
7667,"una ciudad limpia, transporte público, el metro desde y hacia el aeropuerto, todo perfecto"
7668,una agradable sorpresa
7673,encuentra el perfecto
7676,Buen hotel en Ben Situat.
7677,Recomendado sin lugar a dudas.
7678,fantásticas vacaciones.
7679,bonito hotel de 2 estrellas
7681,práctico.
7682,Excelente solución para visitar Valencia.
7683,Disfruté de la ubicación central del hotel y del personal amable y servicial.
7684,hermoso hotel en una ubicación perfecta.
7685,hotel en una muy buena ubicación para explorar la hermosa ciudad
7686,prima!
7690,todo esta bien
7692,La habitación la limpiaban muy bien todos los días.
7693,Con mucho gusto otra vez pero ya no en el primer piso.
7694,reserva una habitación en la parte delantera y disfruta!
7696,Óptimo
7697,Buena ubicación para explorar la ciudad desde este hotel.
7698,"Excelente elección, personal amable, desayuno abundante y de calidad."
7699,"Mi novio y yo nos alojamos 3 noches en esta propiedad, el personal nos pareció muy amable y conocedor."
7700,divertido y sorprendente
7701,excepcional
7702,excepcional
7703,muy recomendado
7704,excelente estancia
7706,estancia agradable
7707,absolutamente recomendable
7708,"Todo bien, genial para una estancia corta y excelente ubicación."
7709,excelente ubicación y muy buen desayuno!
7710,burbuja de oxígeno española
7711,fue súper
7712,"Estructura con una ubicación estratégica, en pleno centro de Valencia. Éramos dos adultos y dos niños."
7714,estancia agradable en el centro de valencia
7718,¡aconsejado! ¡Realmente no parece un dos estrellas!
7720,excepcional
7724,hotel perfecto para hacer turismo
7727,Excelente ubica.
7728,super pulgar hacia arriba
7729,Si volviera a Valencia no elegiría otro hotel.
7730,emplazamiento ideal
7731,buen hotel en una ubicación central
7734,Estancia inolvidable en este hotel... ¡Valencia una ciudad magnífica!
7735,genial para descubrir valencia.
7737,hotel limpio y céntrico
7738,excepcional
7741,Vale la pena repetirlo como la última vez.
7743,No podría ser más céntrico.
7744,excepcional
7746,"Todo perfecto, muy bueno como hotel."
7747,prima
7748,absolutamente bien
7749,excelente
7751,marca superior
7755,título superior en la mejor ubicación
7756,"Fantástica ubicación, habitación con vistas a la plaza."
7758,"Muy céntrico, instalaciones óptimas en las habitaciones, personal muy amable."
7759,súper
7760,súper
7761,el mejor alojamiento para un fin de semana en valencia
7762,Muy buen hotel para un viaje corto a la ciudad.
7763,¡maravilloso!
7764,Recomiendo esta ciudad a aquellos que aún no han estado allí. hermosa y de tamaño humano
7765,"gran hotel urbano, ubicación óptima"
7770,hotel céntrico en valencia
7773,¡estupendo!
7776,cómodo y conveniente
7777,perfecto para unas noches en la hermosa Valencia
7778,super central para turismo slow
7779,estancia agradable. servicio de calidad. Idealmente situado para visitar la antigua Valencia.
7780,Buen hotel en el centro de la ciudad de Valencia.
7782,maravillosa estancia de una noche en una ciudad fantástica
7785,excelente ubicación
7786,¡Realmente disfrutamos del alojamiento y lo recomendamos absolutamente!
7789,"excelente desayuno, excelente ubicación y excelente habitación."
7795,excepcional
7796,Se recomienda el hotel.
7799,¡muy lindo!
7801,muy bien
7802,muy bueno para explorar la ciudad
7804,cititrip valencia
7805,Excelente ubicación en el corazón de Valencia.
7807,"Muy bueno, recomendado nuevamente. ubicación central, todo a poca distancia"
7809,gran estancia en el centro de la ciudad
7814,simplemente genial!
7818,prima ligging
7819,perfecto para un viaje a la ciudad
7821,Hotel muy bien ubicado y agradable en una hermosa ciudad.
7822,valencia hermosa
7823,el mejor compromiso que encontramos por estar en el centro a un precio asequible
7827,fin de semana perfecto
7828,excelente hotel y excelente ubicación
7838,excepcional
7839,perfecto para una estancia en valencia
7840,excepcional
7841,hotel directamente en la ciudad. buena ubicación.
7843,buena relación calidad-precio
7845,buen descubrimiento
7846,excepcional
7848,5 días en valencia
7849,Pasamos unos días agradables con 6 amigos en un hotel excelente.
7850,Ubicación excepcional en Piazza Municipio y a pocos pasos de Piazza della Regina y della Vergine.
7852,muy buen hotel para visitar valencia
7854,Bonita ubicación central en un edificio elegante.
7856,agradable en la ciudad
7857,Excelente hotel pero habitación muy pequeña.
7858,"Buen lugar, precio un poco alto."
7859,fantástico para un viaje a la ciudad
7860,excepcional
7861,Delicioso
7865,muy recomendado
7866,"ubicación perfecta, buen hotel"
7868,"Buena ubicación, pero tenga cuidado con la elección de su habitación."
7871,excelente ubicación
7873,En Valencia vas a Venezia Plaza Centro
7874,buena ubicación pero habitación pequeña
7875,bonito hotel céntrico
7883,estancia agradable.
7884,OK
7885,recomendado.
7886,", , ,"
7887,"Excelente ubicación, habitación un poco pequeña para una estancia más larga, bien para 2 o 3 noches."
7888,definitivamente vale la pena regresar
7895,razonable
7896,excelente ubicación en el centro de la ciudad
7898,¡arriba!
7899,excepcional
7900,3 días en valencia
7903,BIEN
7904,BIEN
7905,BIEN
7906,maravilloso
7907,BIEN
7908,el personal de recepción que necesita ser cambiado arruina absolutamente la percepción que uno tiene del hotel
7909,BIEN
7910,campana alnwrgomper estancia en el centro
7911,aceptable
7913,BIEN
7914,Hermoso
7915,hotel muy bien ubicado pero con algunos inconvenientes
7917,BIEN
7919,Ubicación ideal en el centro de Valencia.
7920,BIEN
7921,Habíamos preguntado si podíamos reservar una habitación adicional para el último día para poder ducharnos para nuestro vuelo nocturno.
7922,hotel limpio directamente en el centro
7923,excelente ubicación en el centro. Valencia es genial y el personal muy amable.
7924,hotel muy bien situado pero muy decepcionado por la habitación: ventana que da a una pared y un fuerte olor a humedad en el
7925,"Excepto por la ventana que faltaba, ¡todo estuvo genial!"
7927,no vale la pena los altos precios
7928,BIEN
7929,BIEN
7930,"En general bien, pero es necesario revisar el aire acondicionado."
7931,BIEN
7932,"Se salvó por la ubicación pero la habitación es estrecha, incómoda para dos personas."
7933,expectativas cumplidas
7934,BIEN
7935,BIEN
7936,¡No volveremos a reservar este hotel en nuestro próximo viaje a Valencia!
7937,BIEN
7938,excelente estancia
7939,"La estancia en sí fue buena, pero el precio es demasiado alto."
7940,muy bonito hotel en el centro
7941,Bonito hotel en el centro del casco antiguo.
7943,cómodo
7944,Ubicación perfecta y limpia!
7945,"muy hermosa ciudad, agradable"
7946,BIEN
7947,BIEN
7948,lamentablemente.....
7949,buen hotel céntrico para una estancia temporal
7950,muy buen hotel
7951,¡Gran estancia en el corazón de Valencia!
7952,BIEN
7953,pésimo
7954,BIEN
7955,BIEN
7956,Bien
7957,BIEN
7958,"Excelente ubicación, pero hay hoteles más baratos en el mismo lugar."
7959,súper divertido
7960,BIEN
7962,"buena ubicación, pero ruidosa."
7963,agradable
7964,PROMEDIO
7966,
7967,BIEN
7968,BIEN
7969,experiencia positiva
7970,Está bien para un fin de semana en Valencia.
7972,cómoda habitación en pleno consumo de valència
7973,Bonito hotel pero mala insonorización entre habitaciones.
7974,más o menos
7975,estancia agradable y recomendable.
7976,está bien
7977,buena ubicación perfecta
7979,prima
7980,BIEN
7981,BIEN
7982,hotel funcional bien ubicado
7983,BIEN
7984,la ubicación es genial.
7986,"En general, una estancia de razonable a buena."
